# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 183800    1.24e-01  1.32e-01    8.65e-04  5.65e-04    1.23e-01  1.30e-01    3.2e-08
 183900    1.24e-01  1.14e-01    8.66e-04  7.85e-04    1.23e-01  1.12e-01    3.2e-08
 184000    1.24e-01  1.18e-01    8.65e-04  7.67e-04    1.23e-01  1.16e-01    3.2e-08
 184100    1.24e-01  1.08e-01    8.69e-04  7.34e-04    1.22e-01  1.06e-01    3.2e-08
 184200    1.24e-01  1.51e-01    8.69e-04  4.53e-04    1.23e-01  1.48e-01    3.2e-08
 184300    1.24e-01  8.63e-02    8.75e-04  5.14e-04    1.22e-01  8.50e-02    3.2e-08
 184400    1.24e-01  1.17e-01    8.70e-04  7.54e-04    1.22e-01  1.16e-01    3.2e-08
 184500    1.24e-01  1.31e-01    8.65e-04  6.55e-04    1.22e-01  1.29e-01    3.2e-08
 184600    1.24e-01  1.29e-01    8.68e-04  7.15e-04    1.22e-01  1.27e-01    3.2e-08
 184700    1.24e-01  1.37e-01    8.63e-04  4.28e-04    1.22e-01  1.35e-01    3.2e-08
 184800    1.24e-01  1.38e-01    8.65e-04  7.12e-04    1.22e-01  1.36e-01    3.2e-08
 184900    1.24e-01  1.21e-01    8.64e-04  6.74e-04    1.22e-01  1.19e-01    3.2e-08
 185000    1.24e-01  1.04e-01    8.70e-04  1.04e-03    1.22e-01  1.03e-01    2.4e-08
 185100    1.24e-01  1.09e-01    8.66e-04  7.61e-04    1.22e-01  1.07e-01    2.4e-08
 185200    1.24e-01  1.15e-01    8.70e-04  6.06e-04    1.22e-01  1.14e-01    2.4e-08
 185300    1.24e-01  1.14e-01    8.66e-04  9.03e-04    1.22e-01  1.13e-01    2.4e-08
 185400    1.24e-01  1.11e-01    8.67e-04  6.12e-04    1.22e-01  1.10e-01    2.4e-08
 185500    1.24e-01  1.37e-01    8.67e-04  6.89e-04    1.22e-01  1.35e-01    2.4e-08
 185600    1.24e-01  8.15e-02    8.66e-04  4.67e-04    1.22e-01  8.05e-02    2.4e-08
 185700    1.24e-01  1.33e-01    8.68e-04  7.74e-04    1.22e-01  1.32e-01    2.4e-08
 185800    1.24e-01  1.24e-01    8.72e-04  6.37e-04    1.22e-01  1.23e-01    2.4e-08
 185900    1.24e-01  1.25e-01    8.68e-04  9.02e-04    1.22e-01  1.23e-01    2.4e-08
 186000    1.24e-01  1.36e-01    8.67e-04  4.53e-04    1.22e-01  1.35e-01    2.4e-08
 186100    1.24e-01  1.17e-01    8.66e-04  7.23e-04    1.22e-01  1.16e-01    2.4e-08
 186200    1.24e-01  1.17e-01    8.74e-04  8.03e-04    1.22e-01  1.15e-01    2.4e-08
 186300    1.24e-01  1.38e-01    8.71e-04  5.52e-04    1.22e-01  1.36e-01    2.4e-08
 186400    1.24e-01  1.48e-01    8.67e-04  5.01e-04    1.22e-01  1.46e-01    2.4e-08
 186500    1.24e-01  1.13e-01    8.71e-04  5.80e-04    1.22e-01  1.12e-01    2.4e-08
 186600    1.24e-01  9.60e-02    8.68e-04  5.77e-04    1.22e-01  9.48e-02    2.4e-08
 186700    1.24e-01  1.05e-01    8.68e-04  7.67e-04    1.22e-01  1.04e-01    2.4e-08
 186800    1.24e-01  1.19e-01    8.65e-04  1.05e-03    1.22e-01  1.18e-01    2.4e-08
 186900    1.24e-01  1.18e-01    8.63e-04  4.69e-04    1.22e-01  1.17e-01    2.4e-08
 187000    1.24e-01  9.52e-02    8.67e-04  6.39e-04    1.22e-01  9.41e-02    2.4e-08
 187100    1.24e-01  1.02e-01    8.68e-04  6.87e-04    1.22e-01  1.00e-01    2.4e-08
 187200    1.24e-01  1.22e-01    8.66e-04  5.57e-04    1.22e-01  1.21e-01    2.4e-08
 187300    1.24e-01  1.26e-01    8.64e-04  8.34e-04    1.22e-01  1.25e-01    2.4e-08
 187400    1.24e-01  1.22e-01    8.66e-04  4.94e-04    1.23e-01  1.21e-01    2.4e-08
 187500    1.24e-01  1.10e-01    8.66e-04  8.44e-04    1.23e-01  1.08e-01    2.4e-08
 187600    1.24e-01  1.15e-01    8.65e-04  7.57e-04    1.23e-01  1.14e-01    2.4e-08
 187700    1.24e-01  1.20e-01    8.65e-04  6.71e-04    1.23e-01  1.19e-01    2.4e-08
 187800    1.24e-01  1.37e-01    8.66e-04  4.12e-04    1.23e-01  1.36e-01    2.4e-08
 187900    1.24e-01  8.63e-02    8.67e-04  7.38e-04    1.23e-01  8.53e-02    2.4e-08
 188000    1.24e-01  1.43e-01    8.67e-04  6.15e-04    1.23e-01  1.42e-01    2.4e-08
 188100    1.24e-01  1.38e-01    8.68e-04  4.73e-04    1.23e-01  1.36e-01    2.4e-08
 188200    1.24e-01  1.52e-01    8.68e-04  5.05e-04    1.23e-01  1.51e-01    2.4e-08
 188300    1.24e-01  1.01e-01    8.68e-04  3.27e-04    1.23e-01  1.00e-01    2.4e-08
 188400    1.24e-01  1.46e-01    8.76e-04  1.01e-03    1.22e-01  1.45e-01    2.4e-08
 188500    1.24e-01  9.27e-02    8.67e-04  8.61e-04    1.22e-01  9.16e-02    2.4e-08
 188600    1.24e-01  1.34e-01    8.65e-04  7.29e-04    1.23e-01  1.32e-01    2.4e-08
 188700    1.24e-01  1.39e-01    8.67e-04  7.05e-04    1.23e-01  1.37e-01    2.4e-08
 188800    1.24e-01  9.46e-02    8.69e-04  6.24e-04    1.23e-01  9.35e-02    2.4e-08
 188900    1.24e-01  1.16e-01    8.67e-04  8.95e-04    1.22e-01  1.15e-01    2.4e-08
 189000    1.24e-01  1.15e-01    8.64e-04  4.46e-04    1.23e-01  1.14e-01    2.4e-08
 189100    1.24e-01  1.49e-01    8.72e-04  6.14e-04    1.22e-01  1.48e-01    2.4e-08
 189200    1.24e-01  1.11e-01    8.74e-04  4.33e-04    1.22e-01  1.10e-01    2.4e-08
 189300    1.24e-01  1.29e-01    8.71e-04  5.68e-04    1.22e-01  1.28e-01    2.4e-08
 189400    1.24e-01  1.08e-01    8.67e-04  5.75e-04    1.23e-01  1.06e-01    2.4e-08
 189500    1.24e-01  1.37e-01    8.69e-04  8.13e-04    1.22e-01  1.36e-01    2.4e-08
 189600    1.24e-01  1.07e-01    8.68e-04  2.24e-04    1.22e-01  1.06e-01    2.4e-08
 189700    1.24e-01  1.10e-01    8.67e-04  7.81e-04    1.22e-01  1.08e-01    2.4e-08
 189800    1.24e-01  1.09e-01    8.66e-04  7.83e-04    1.23e-01  1.07e-01    2.4e-08
 189900    1.24e-01  1.07e-01    8.66e-04  4.32e-04    1.23e-01  1.05e-01    2.4e-08
 190000    1.24e-01  1.14e-01    8.67e-04  6.79e-04    1.23e-01  1.13e-01    1.8e-08
 190100    1.24e-01  1.21e-01    8.65e-04  4.07e-04    1.23e-01  1.20e-01    1.8e-08
 190200    1.24e-01  1.16e-01    8.70e-04  8.77e-04    1.22e-01  1.15e-01    1.8e-08
 190300    1.24e-01  1.09e-01    8.69e-04  7.04e-04    1.22e-01  1.08e-01    1.8e-08
 190400    1.24e-01  1.29e-01    8.66e-04  7.11e-04    1.22e-01  1.28e-01    1.8e-08
 190500    1.24e-01  1.10e-01    8.68e-04  4.41e-04    1.22e-01  1.09e-01    1.8e-08
 190600    1.24e-01  9.09e-02    8.67e-04  6.32e-04    1.22e-01  9.01e-02    1.8e-08
 190700    1.24e-01  9.99e-02    8.67e-04  8.17e-04    1.22e-01  9.91e-02    1.8e-08
 190800    1.24e-01  1.29e-01    8.69e-04  3.88e-04    1.22e-01  1.28e-01    1.8e-08
 190900    1.24e-01  9.23e-02    8.69e-04  7.95e-04    1.22e-01  9.15e-02    1.8e-08
 191000    1.24e-01  1.05e-01    8.69e-04  4.71e-04    1.22e-01  1.04e-01    1.8e-08
 191100    1.24e-01  1.35e-01    8.67e-04  5.54e-04    1.22e-01  1.34e-01    1.8e-08
 191200    1.24e-01  9.41e-02    8.65e-04  8.08e-04    1.22e-01  9.32e-02    1.8e-08
 191300    1.24e-01  1.13e-01    8.66e-04  9.48e-04    1.22e-01  1.12e-01    1.8e-08
 191400    1.24e-01  1.31e-01    8.64e-04  4.42e-04    1.23e-01  1.30e-01    1.8e-08
 191500    1.24e-01  9.28e-02    8.65e-04  7.87e-04    1.22e-01  9.19e-02    1.8e-08
 191600    1.24e-01  9.99e-02    8.64e-04  7.87e-04    1.23e-01  9.90e-02    1.8e-08
 191700    1.24e-01  1.15e-01    8.65e-04  3.83e-04    1.22e-01  1.14e-01    1.8e-08
 191800    1.24e-01  1.07e-01    8.68e-04  8.08e-04    1.22e-01  1.07e-01    1.8e-08
 191900    1.24e-01  1.28e-01    8.68e-04  5.61e-04    1.22e-01  1.27e-01    1.8e-08
 192000    1.24e-01  1.08e-01    8.67e-04  5.54e-04    1.23e-01  1.07e-01    1.8e-08
 192100    1.24e-01  1.09e-01    8.68e-04  5.05e-04    1.22e-01  1.08e-01    1.8e-08
 192200    1.24e-01  1.43e-01    8.65e-04  6.32e-04    1.23e-01  1.42e-01    1.8e-08
 192300    1.24e-01  1.38e-01    8.70e-04  2.27e-04    1.22e-01  1.37e-01    1.8e-08
 192400    1.24e-01  9.78e-02    8.71e-04  4.40e-04    1.22e-01  9.69e-02    1.8e-08
 192500    1.24e-01  9.37e-02    8.69e-04  6.57e-04    1.22e-01  9.29e-02    1.8e-08
 192600    1.24e-01  1.38e-01    8.69e-04  4.59e-04    1.22e-01  1.37e-01    1.8e-08
 192700    1.24e-01  6.32e-02    8.69e-04  6.98e-04    1.22e-01  6.26e-02    1.8e-08
 192800    1.24e-01  1.24e-01    8.68e-04  5.35e-04    1.22e-01  1.23e-01    1.8e-08
 192900    1.24e-01  9.30e-02    8.67e-04  9.24e-04    1.22e-01  9.22e-02    1.8e-08
 193000    1.24e-01  9.38e-02    8.64e-04  7.73e-04    1.22e-01  9.30e-02    1.8e-08
 193100    1.24e-01  1.15e-01    8.65e-04  6.06e-04    1.22e-01  1.14e-01    1.8e-08
 193200    1.24e-01  1.45e-01    8.64e-04  4.94e-04    1.23e-01  1.44e-01    1.8e-08
 193300    1.24e-01  1.03e-01    8.64e-04  5.21e-04    1.23e-01  1.03e-01    1.8e-08
 193400    1.24e-01  1.37e-01    8.68e-04  7.60e-04    1.22e-01  1.36e-01    1.8e-08
 193500    1.24e-01  1.27e-01    8.66e-04  4.97e-04    1.22e-01  1.26e-01    1.8e-08
 193600    1.24e-01  1.22e-01    8.67e-04  7.31e-04    1.22e-01  1.21e-01    1.8e-08
 193700    1.24e-01  1.04e-01    8.64e-04  4.48e-04    1.23e-01  1.03e-01    1.8e-08
 193800    1.24e-01  1.24e-01    8.66e-04  1.01e-03    1.22e-01  1.23e-01    1.8e-08
 193900    1.24e-01  1.05e-01    8.67e-04  4.49e-04    1.22e-01  1.04e-01    1.8e-08
 194000    1.24e-01  1.23e-01    8.67e-04  6.25e-04    1.22e-01  1.22e-01    1.8e-08
 194100    1.24e-01  1.20e-01    8.67e-04  6.25e-04    1.22e-01  1.19e-01    1.8e-08
 194200    1.24e-01  1.03e-01    8.64e-04  7.43e-04    1.22e-01  1.02e-01    1.8e-08
 194300    1.24e-01  1.00e-01    8.67e-04  6.57e-04    1.22e-01  9.91e-02    1.8e-08
 194400    1.24e-01  1.25e-01    8.66e-04  5.09e-04    1.22e-01  1.24e-01    1.8e-08
 194500    1.24e-01  1.49e-01    8.65e-04  7.06e-04    1.22e-01  1.47e-01    1.8e-08
 194600    1.24e-01  1.26e-01    8.63e-04  5.78e-04    1.22e-01  1.25e-01    1.8e-08
 194700    1.24e-01  1.20e-01    8.69e-04  6.87e-04    1.22e-01  1.19e-01    1.8e-08
 194800    1.24e-01  1.12e-01    8.66e-04  6.50e-04    1.23e-01  1.11e-01    1.8e-08
 194900    1.24e-01  1.18e-01    8.66e-04  7.26e-04    1.23e-01  1.17e-01    1.8e-08
 195000    1.23e-01  1.21e-01    8.70e-04  5.64e-04    1.22e-01  1.20e-01    1.3e-08
 195100    1.23e-01  7.81e-02    8.69e-04  6.92e-04    1.22e-01  7.76e-02    1.3e-08
 195200    1.23e-01  8.24e-02    8.65e-04  8.68e-04    1.22e-01  8.18e-02    1.3e-08
 195300    1.23e-01  1.22e-01    8.65e-04  7.43e-04    1.22e-01  1.21e-01    1.3e-08
 195400    1.23e-01  1.35e-01    8.68e-04  5.72e-04    1.22e-01  1.34e-01    1.3e-08
 195500    1.23e-01  1.24e-01    8.68e-04  6.45e-04    1.22e-01  1.23e-01    1.3e-08
 195600    1.23e-01  1.19e-01    8.68e-04  8.39e-04    1.22e-01  1.18e-01    1.3e-08
 195700    1.23e-01  1.22e-01    8.65e-04  6.10e-04    1.23e-01  1.21e-01    1.3e-08
 195800    1.23e-01  1.18e-01    8.64e-04  7.64e-04    1.23e-01  1.18e-01    1.3e-08
 195900    1.23e-01  9.42e-02    8.64e-04  6.58e-04    1.23e-01  9.35e-02    1.3e-08
 196000    1.23e-01  1.04e-01    8.66e-04  7.71e-04    1.23e-01  1.04e-01    1.3e-08
 196100    1.23e-01  9.45e-02    8.66e-04  6.03e-04    1.23e-01  9.38e-02    1.3e-08
 196200    1.23e-01  1.33e-01    8.67e-04  5.93e-04    1.23e-01  1.32e-01    1.3e-08
 196300    1.23e-01  1.43e-01    8.69e-04  6.08e-04    1.23e-01  1.42e-01    1.3e-08
 196400    1.23e-01  1.36e-01    8.69e-04  3.88e-04    1.23e-01  1.35e-01    1.3e-08
 196500    1.23e-01  1.33e-01    8.67e-04  8.07e-04    1.23e-01  1.32e-01    1.3e-08
 196600    1.23e-01  1.21e-01    8.67e-04  5.43e-04    1.23e-01  1.20e-01    1.3e-08
 196700    1.23e-01  9.61e-02    8.69e-04  5.33e-04    1.23e-01  9.55e-02    1.3e-08
 196800    1.23e-01  1.33e-01    8.67e-04  4.37e-04    1.23e-01  1.32e-01    1.3e-08
 196900    1.23e-01  9.68e-02    8.66e-04  6.35e-04    1.23e-01  9.62e-02    1.3e-08
 197000    1.23e-01  1.13e-01    8.66e-04  6.04e-04    1.23e-01  1.12e-01    1.3e-08
 197100    1.23e-01  1.19e-01    8.64e-04  6.30e-04    1.23e-01  1.18e-01    1.3e-08
 197200    1.23e-01  1.05e-01    8.64e-04  7.01e-04    1.23e-01  1.04e-01    1.3e-08
 197300    1.23e-01  1.14e-01    8.67e-04  4.74e-04    1.23e-01  1.13e-01    1.3e-08
 197400    1.23e-01  1.04e-01    8.69e-04  8.01e-04    1.23e-01  1.04e-01    1.3e-08
 197500    1.23e-01  1.27e-01    8.67e-04  6.94e-04    1.23e-01  1.26e-01    1.3e-08
 197600    1.23e-01  1.31e-01    8.68e-04  4.52e-04    1.23e-01  1.30e-01    1.3e-08
 197700    1.23e-01  9.81e-02    8.68e-04  7.75e-04    1.23e-01  9.74e-02    1.3e-08
 197800    1.23e-01  9.84e-02    8.70e-04  8.47e-04    1.23e-01  9.77e-02    1.3e-08
 197900    1.23e-01  8.76e-02    8.70e-04  8.01e-04    1.23e-01  8.70e-02    1.3e-08
 198000    1.23e-01  1.00e-01    8.66e-04  4.60e-04    1.23e-01  9.93e-02    1.3e-08
 198100    1.23e-01  1.47e-01    8.66e-04  6.73e-04    1.23e-01  1.47e-01    1.3e-08
 198200    1.23e-01  9.73e-02    8.65e-04  3.63e-04    1.23e-01  9.67e-02    1.3e-08
 198300    1.23e-01  1.24e-01    8.66e-04  1.00e-03    1.23e-01  1.23e-01    1.3e-08
 198400    1.23e-01  1.07e-01    8.67e-04  7.35e-04    1.23e-01  1.07e-01    1.3e-08
 198500    1.23e-01  1.23e-01    8.66e-04  1.02e-03    1.23e-01  1.22e-01    1.3e-08
 198600    1.23e-01  9.96e-02    8.66e-04  6.66e-04    1.23e-01  9.89e-02    1.3e-08
 198700    1.23e-01  1.04e-01    8.67e-04  5.92e-04    1.23e-01  1.03e-01    1.3e-08
 198800    1.23e-01  1.12e-01    8.67e-04  7.39e-04    1.23e-01  1.11e-01    1.3e-08
 198900    1.23e-01  1.01e-01    8.67e-04  4.80e-04    1.23e-01  1.01e-01    1.3e-08
 199000    1.23e-01  1.15e-01    8.66e-04  8.20e-04    1.23e-01  1.15e-01    1.3e-08
 199100    1.23e-01  1.35e-01    8.66e-04  5.79e-04    1.23e-01  1.34e-01    1.3e-08
 199200    1.23e-01  1.37e-01    8.66e-04  8.65e-04    1.23e-01  1.36e-01    1.3e-08
 199300    1.23e-01  1.07e-01    8.67e-04  8.51e-04    1.23e-01  1.06e-01    1.3e-08
 199400    1.23e-01  1.23e-01    8.65e-04  8.91e-04    1.23e-01  1.22e-01    1.3e-08
 199500    1.23e-01  1.14e-01    8.66e-04  3.07e-04    1.23e-01  1.13e-01    1.3e-08
 199600    1.23e-01  1.09e-01    8.67e-04  6.74e-04    1.23e-01  1.09e-01    1.3e-08
 199700    1.23e-01  9.82e-02    8.67e-04  9.06e-04    1.23e-01  9.75e-02    1.3e-08
 199800    1.23e-01  1.29e-01    8.69e-04  5.41e-04    1.23e-01  1.28e-01    1.3e-08
 199900    1.23e-01  1.33e-01    8.68e-04  6.79e-04    1.23e-01  1.32e-01    1.3e-08
 200000    1.23e-01  1.18e-01    8.72e-04  5.35e-04    1.23e-01  1.17e-01    1.0e-08
