# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
  78600    4.67e-01  4.65e-01    2.00e-03  2.03e-03    1.23e-01  1.23e-01    1.3e-05
  78700    4.62e-01  5.02e-01    9.17e-04  6.91e-04    1.22e-01  1.33e-01    1.3e-05
  78800    4.67e-01  4.50e-01    2.58e-03  2.45e-03    1.24e-01  1.19e-01    1.3e-05
  78900    4.64e-01  4.75e-01    1.93e-03  1.52e-03    1.22e-01  1.25e-01    1.3e-05
  79000    4.70e-01  3.68e-01    1.91e-03  1.83e-03    1.24e-01  9.72e-02    1.3e-05
  79100    4.70e-01  4.40e-01    1.07e-03  6.02e-04    1.24e-01  1.16e-01    1.3e-05
  79200    4.67e-01  4.57e-01    2.30e-03  2.34e-03    1.23e-01  1.21e-01    1.3e-05
  79300    4.58e-01  5.67e-01    3.65e-03  3.30e-03    1.21e-01  1.50e-01    1.3e-05
  79400    4.65e-01  4.69e-01    2.14e-03  1.89e-03    1.23e-01  1.24e-01    1.3e-05
  79500    4.66e-01  3.71e-01    8.57e-04  7.76e-04    1.23e-01  9.80e-02    1.3e-05
  79600    4.69e-01  4.86e-01    1.32e-03  1.61e-03    1.24e-01  1.28e-01    1.3e-05
  79700    4.53e-01  4.69e-01    1.87e-03  1.60e-03    1.20e-01  1.24e-01    1.3e-05
  79800    4.64e-01  3.79e-01    8.82e-04  5.77e-04    1.23e-01  1.00e-01    1.3e-05
  79900    4.64e-01  3.06e-01    1.19e-03  9.63e-04    1.23e-01  8.09e-02    1.3e-05
  80000    4.11e-01  2.99e-01    8.62e-04  7.13e-04    1.24e-01  9.02e-02    1.0e-05
  80100    4.07e-01  3.74e-01    9.40e-04  7.26e-04    1.23e-01  1.13e-01    1.0e-05
  80200    4.06e-01  4.32e-01    8.98e-04  6.77e-04    1.22e-01  1.30e-01    1.0e-05
  80300    4.09e-01  4.24e-01    9.13e-04  5.57e-04    1.23e-01  1.28e-01    1.0e-05
  80400    4.06e-01  3.53e-01    8.97e-04  7.45e-04    1.23e-01  1.06e-01    1.0e-05
  80500    4.08e-01  3.00e-01    1.24e-03  6.86e-04    1.23e-01  9.06e-02    1.0e-05
  80600    4.03e-01  3.66e-01    1.16e-03  1.15e-03    1.22e-01  1.10e-01    1.0e-05
  80700    4.12e-01  4.33e-01    9.01e-04  6.21e-04    1.24e-01  1.31e-01    1.0e-05
  80800    4.11e-01  3.06e-01    1.23e-03  5.60e-04    1.24e-01  9.23e-02    1.0e-05
  80900    4.04e-01  3.40e-01    1.74e-03  1.69e-03    1.22e-01  1.02e-01    1.0e-05
  81000    4.11e-01  3.91e-01    1.51e-03  1.24e-03    1.24e-01  1.18e-01    1.0e-05
  81100    4.03e-01  3.78e-01    1.63e-03  9.84e-04    1.22e-01  1.14e-01    1.0e-05
  81200    4.13e-01  4.30e-01    1.92e-03  2.19e-03    1.25e-01  1.30e-01    1.0e-05
  81300    4.10e-01  3.57e-01    1.95e-03  1.78e-03    1.24e-01  1.08e-01    1.0e-05
  81400    4.12e-01  2.87e-01    9.02e-04  9.01e-04    1.24e-01  8.65e-02    1.0e-05
  81500    4.07e-01  3.70e-01    9.69e-04  1.02e-03    1.23e-01  1.12e-01    1.0e-05
  81600    4.06e-01  3.71e-01    2.04e-03  2.35e-03    1.22e-01  1.12e-01    1.0e-05
  81700    4.07e-01  2.92e-01    9.00e-04  7.55e-04    1.23e-01  8.79e-02    1.0e-05
  81800    4.07e-01  3.54e-01    1.61e-03  1.76e-03    1.23e-01  1.07e-01    1.0e-05
  81900    4.06e-01  4.30e-01    9.13e-04  5.17e-04    1.23e-01  1.30e-01    1.0e-05
  82000    4.05e-01  5.30e-01    1.10e-03  1.05e-03    1.22e-01  1.60e-01    1.0e-05
  82100    4.11e-01  3.84e-01    8.94e-04  6.28e-04    1.24e-01  1.16e-01    1.0e-05
  82200    4.05e-01  3.96e-01    1.71e-03  1.58e-03    1.22e-01  1.20e-01    1.0e-05
  82300    4.12e-01  3.80e-01    1.30e-03  9.19e-04    1.24e-01  1.15e-01    1.0e-05
  82400    4.10e-01  4.20e-01    1.29e-03  1.34e-03    1.24e-01  1.27e-01    1.0e-05
  82500    4.07e-01  3.99e-01    4.27e-03  4.07e-03    1.23e-01  1.20e-01    1.0e-05
  82600    4.06e-01  3.44e-01    1.03e-03  7.22e-04    1.23e-01  1.04e-01    1.0e-05
  82700    4.05e-01  2.58e-01    9.98e-04  8.93e-04    1.22e-01  7.77e-02    1.0e-05
  82800    4.08e-01  4.03e-01    1.35e-03  1.15e-03    1.23e-01  1.22e-01    1.0e-05
  82900    4.08e-01  4.69e-01    1.36e-03  9.58e-04    1.23e-01  1.41e-01    1.0e-05
  83000    4.08e-01  3.40e-01    9.21e-04  4.01e-04    1.23e-01  1.03e-01    1.0e-05
  83100    4.02e-01  4.09e-01    8.66e-04  7.42e-04    1.21e-01  1.23e-01    1.0e-05
  83200    4.06e-01  4.11e-01    9.77e-04  1.05e-03    1.22e-01  1.24e-01    1.0e-05
  83300    4.10e-01  4.13e-01    1.84e-03  1.42e-03    1.24e-01  1.24e-01    1.0e-05
  83400    4.06e-01  3.56e-01    9.06e-04  6.59e-04    1.22e-01  1.07e-01    1.0e-05
  83500    4.10e-01  3.34e-01    1.08e-03  1.10e-03    1.24e-01  1.01e-01    1.0e-05
  83600    4.08e-01  3.26e-01    1.75e-03  1.98e-03    1.23e-01  9.82e-02    1.0e-05
  83700    4.05e-01  3.25e-01    1.60e-03  1.03e-03    1.22e-01  9.81e-02    1.0e-05
  83800    4.09e-01  4.11e-01    2.66e-03  2.10e-03    1.23e-01  1.24e-01    1.0e-05
  83900    4.03e-01  3.68e-01    1.14e-03  8.35e-04    1.22e-01  1.11e-01    1.0e-05
  84000    4.08e-01  2.80e-01    9.73e-04  9.83e-04    1.23e-01  8.45e-02    1.0e-05
  84100    4.09e-01  3.52e-01    2.92e-03  3.05e-03    1.23e-01  1.06e-01    1.0e-05
  84200    4.08e-01  3.80e-01    9.29e-04  8.59e-04    1.23e-01  1.15e-01    1.0e-05
  84300    4.03e-01  4.69e-01    9.82e-04  6.34e-04    1.22e-01  1.41e-01    1.0e-05
  84400    4.06e-01  3.55e-01    1.76e-03  1.46e-03    1.23e-01  1.07e-01    1.0e-05
  84500    4.01e-01  3.76e-01    8.93e-04  6.78e-04    1.21e-01  1.13e-01    1.0e-05
  84600    4.08e-01  4.28e-01    1.31e-03  1.25e-03    1.23e-01  1.29e-01    1.0e-05
  84700    4.06e-01  4.71e-01    1.61e-03  1.89e-03    1.22e-01  1.42e-01    1.0e-05
  84800    4.07e-01  3.51e-01    9.65e-04  7.38e-04    1.23e-01  1.06e-01    1.0e-05
  84900    4.08e-01  3.85e-01    1.31e-03  1.30e-03    1.23e-01  1.16e-01    1.0e-05
  85000    3.59e-01  3.54e-01    1.72e-03  2.09e-03    1.23e-01  1.22e-01    7.5e-06
  85100    3.57e-01  2.50e-01    9.91e-04  9.09e-04    1.22e-01  8.57e-02    7.5e-06
  85200    3.56e-01  4.34e-01    1.08e-03  6.40e-04    1.22e-01  1.49e-01    7.5e-06
  85300    3.59e-01  2.90e-01    8.70e-04  6.93e-04    1.23e-01  9.94e-02    7.5e-06
  85400    3.58e-01  3.52e-01    1.45e-03  1.61e-03    1.23e-01  1.21e-01    7.5e-06
  85500    3.58e-01  3.62e-01    8.95e-04  5.04e-04    1.23e-01  1.24e-01    7.5e-06
  85600    3.54e-01  3.79e-01    1.62e-03  1.86e-03    1.22e-01  1.30e-01    7.5e-06
  85700    3.61e-01  3.48e-01    9.41e-04  6.21e-04    1.24e-01  1.20e-01    7.5e-06
  85800    3.55e-01  3.59e-01    1.83e-03  1.79e-03    1.22e-01  1.23e-01    7.5e-06
  85900    3.57e-01  2.91e-01    1.10e-03  5.58e-04    1.23e-01  9.98e-02    7.5e-06
  86000    3.57e-01  3.69e-01    8.48e-04  7.88e-04    1.22e-01  1.27e-01    7.5e-06
  86100    3.57e-01  4.06e-01    1.38e-03  8.80e-04    1.22e-01  1.39e-01    7.5e-06
  86200    3.61e-01  2.95e-01    9.83e-04  6.45e-04    1.24e-01  1.01e-01    7.5e-06
  86300    3.58e-01  3.24e-01    8.90e-04  8.08e-04    1.23e-01  1.11e-01    7.5e-06
  86400    3.57e-01  3.37e-01    9.25e-04  7.76e-04    1.23e-01  1.16e-01    7.5e-06
  86500    3.58e-01  4.17e-01    1.14e-03  7.29e-04    1.23e-01  1.43e-01    7.5e-06
  86600    3.58e-01  3.46e-01    9.52e-04  6.78e-04    1.23e-01  1.19e-01    7.5e-06
  86700    3.58e-01  3.23e-01    8.60e-04  8.46e-04    1.23e-01  1.11e-01    7.5e-06
  86800    3.58e-01  3.28e-01    1.07e-03  1.10e-03    1.23e-01  1.13e-01    7.5e-06
  86900    3.57e-01  3.32e-01    1.33e-03  1.18e-03    1.22e-01  1.14e-01    7.5e-06
  87000    3.57e-01  3.74e-01    1.32e-03  1.18e-03    1.22e-01  1.28e-01    7.5e-06
  87100    3.58e-01  3.19e-01    8.75e-04  6.41e-04    1.23e-01  1.10e-01    7.5e-06
  87200    3.55e-01  3.48e-01    8.91e-04  6.36e-04    1.22e-01  1.19e-01    7.5e-06
  87300    3.59e-01  4.14e-01    1.75e-03  1.29e-03    1.23e-01  1.42e-01    7.5e-06
  87400    3.57e-01  3.97e-01    1.15e-03  6.93e-04    1.22e-01  1.36e-01    7.5e-06
  87500    3.59e-01  3.13e-01    1.07e-03  4.91e-04    1.23e-01  1.08e-01    7.5e-06
  87600    3.58e-01  2.78e-01    2.31e-03  2.61e-03    1.23e-01  9.55e-02    7.5e-06
  87700    3.62e-01  3.64e-01    2.01e-03  1.72e-03    1.24e-01  1.25e-01    7.5e-06
  87800    3.56e-01  3.81e-01    1.92e-03  2.00e-03    1.22e-01  1.31e-01    7.5e-06
  87900    3.58e-01  4.71e-01    9.04e-04  7.68e-04    1.23e-01  1.62e-01    7.5e-06
  88000    3.59e-01  2.69e-01    8.45e-04  7.29e-04    1.23e-01  9.24e-02    7.5e-06
  88100    3.57e-01  3.26e-01    3.11e-03  3.14e-03    1.23e-01  1.12e-01    7.5e-06
  88200    3.60e-01  3.33e-01    1.17e-03  7.14e-04    1.24e-01  1.14e-01    7.5e-06
  88300    3.57e-01  4.63e-01    1.21e-03  9.00e-04    1.22e-01  1.59e-01    7.5e-06
  88400    3.58e-01  3.10e-01    8.94e-04  5.74e-04    1.23e-01  1.06e-01    7.5e-06
  88500    3.60e-01  3.12e-01    9.81e-04  8.36e-04    1.23e-01  1.07e-01    7.5e-06
  88600    3.56e-01  3.17e-01    1.76e-03  9.47e-04    1.22e-01  1.09e-01    7.5e-06
  88700    3.55e-01  3.09e-01    2.95e-03  3.00e-03    1.22e-01  1.06e-01    7.5e-06
  88800    3.57e-01  3.96e-01    8.79e-04  2.54e-04    1.23e-01  1.36e-01    7.5e-06
  88900    3.59e-01  2.91e-01    2.81e-03  2.40e-03    1.23e-01  9.97e-02    7.5e-06
  89000    3.56e-01  2.84e-01    9.49e-04  7.17e-04    1.22e-01  9.75e-02    7.5e-06
  89100    3.61e-01  2.82e-01    8.82e-04  6.03e-04    1.24e-01  9.68e-02    7.5e-06
  89200    3.59e-01  4.35e-01    8.80e-04  5.61e-04    1.23e-01  1.49e-01    7.5e-06
  89300    3.60e-01  4.28e-01    1.96e-03  1.54e-03    1.24e-01  1.47e-01    7.5e-06
  89400    3.58e-01  3.44e-01    8.68e-04  6.87e-04    1.23e-01  1.18e-01    7.5e-06
  89500    3.58e-01  3.09e-01    2.21e-03  1.71e-03    1.23e-01  1.06e-01    7.5e-06
  89600    3.61e-01  3.27e-01    2.08e-03  2.04e-03    1.24e-01  1.12e-01    7.5e-06
  89700    3.60e-01  3.70e-01    9.98e-04  1.01e-03    1.23e-01  1.27e-01    7.5e-06
  89800    3.61e-01  2.56e-01    1.08e-03  6.71e-04    1.24e-01  8.80e-02    7.5e-06
  89900    3.58e-01  3.13e-01    1.29e-03  1.60e-03    1.23e-01  1.07e-01    7.5e-06
  90000    3.17e-01  3.35e-01    9.19e-04  5.82e-04    1.23e-01  1.30e-01    5.6e-06
  90100    3.15e-01  3.52e-01    9.77e-04  6.31e-04    1.23e-01  1.37e-01    5.6e-06
  90200    3.15e-01  2.79e-01    8.76e-04  5.81e-04    1.23e-01  1.09e-01    5.6e-06
  90300    3.15e-01  3.21e-01    8.93e-04  9.74e-04    1.22e-01  1.25e-01    5.6e-06
  90400    3.16e-01  2.68e-01    8.75e-04  6.73e-04    1.23e-01  1.04e-01    5.6e-06
  90500    3.14e-01  2.19e-01    1.20e-03  1.27e-03    1.22e-01  8.52e-02    5.6e-06
  90600    3.16e-01  3.02e-01    1.07e-03  8.49e-04    1.23e-01  1.17e-01    5.6e-06
  90700    3.15e-01  2.56e-01    8.63e-04  5.88e-04    1.22e-01  9.96e-02    5.6e-06
  90800    3.14e-01  3.68e-01    9.25e-04  8.97e-04    1.22e-01  1.43e-01    5.6e-06
  90900    3.18e-01  2.68e-01    1.70e-03  1.68e-03    1.23e-01  1.04e-01    5.6e-06
  91000    3.15e-01  3.70e-01    8.68e-04  6.61e-04    1.22e-01  1.44e-01    5.6e-06
  91100    3.13e-01  3.08e-01    1.34e-03  1.01e-03    1.22e-01  1.20e-01    5.6e-06
  91200    3.13e-01  2.73e-01    1.32e-03  6.67e-04    1.22e-01  1.06e-01    5.6e-06
  91300    3.13e-01  2.87e-01    1.02e-03  1.08e-03    1.22e-01  1.12e-01    5.6e-06
  91400    3.15e-01  3.48e-01    8.57e-04  8.44e-04    1.22e-01  1.35e-01    5.6e-06
  91500    3.14e-01  3.28e-01    1.01e-03  5.80e-04    1.22e-01  1.28e-01    5.6e-06
  91600    3.14e-01  2.36e-01    1.62e-03  1.25e-03    1.22e-01  9.17e-02    5.6e-06
  91700    3.15e-01  3.27e-01    2.15e-03  2.09e-03    1.22e-01  1.27e-01    5.6e-06
  91800    3.18e-01  2.67e-01    1.92e-03  1.76e-03    1.23e-01  1.04e-01    5.6e-06
  91900    3.15e-01  3.57e-01    1.62e-03  1.25e-03    1.22e-01  1.39e-01    5.6e-06
  92000    3.16e-01  3.32e-01    9.03e-04  4.87e-04    1.23e-01  1.29e-01    5.6e-06
  92100    3.17e-01  1.90e-01    9.84e-04  7.08e-04    1.23e-01  7.37e-02    5.6e-06
  92200    3.16e-01  2.78e-01    2.54e-03  1.87e-03    1.23e-01  1.08e-01    5.6e-06
  92300    3.15e-01  3.34e-01    3.28e-03  3.47e-03    1.22e-01  1.30e-01    5.6e-06
  92400    3.15e-01  3.94e-01    1.47e-03  1.22e-03    1.22e-01  1.53e-01    5.6e-06
  92500    3.17e-01  2.87e-01    8.88e-04  6.42e-04    1.23e-01  1.11e-01    5.6e-06
  92600    3.12e-01  2.76e-01    1.16e-03  7.89e-04    1.21e-01  1.07e-01    5.6e-06
  92700    3.17e-01  2.37e-01    1.04e-03  7.61e-04    1.23e-01  9.23e-02    5.6e-06
  92800    3.17e-01  3.33e-01    9.34e-04  5.85e-04    1.23e-01  1.29e-01    5.6e-06
  92900    3.14e-01  3.14e-01    1.53e-03  1.15e-03    1.22e-01  1.22e-01    5.6e-06
  93000    3.15e-01  2.28e-01    8.66e-04  5.57e-04    1.23e-01  8.85e-02    5.6e-06
  93100    3.14e-01  3.22e-01    8.77e-04  4.38e-04    1.22e-01  1.25e-01    5.6e-06
  93200    3.15e-01  2.92e-01    1.49e-03  1.10e-03    1.22e-01  1.14e-01    5.6e-06
  93300    3.14e-01  3.96e-01    1.33e-03  8.89e-04    1.22e-01  1.54e-01    5.6e-06
  93400    3.16e-01  2.63e-01    1.37e-03  1.14e-03    1.23e-01  1.02e-01    5.6e-06
  93500    3.15e-01  2.93e-01    1.88e-03  1.87e-03    1.22e-01  1.14e-01    5.6e-06
  93600    3.17e-01  3.02e-01    8.69e-04  4.58e-04    1.23e-01  1.17e-01    5.6e-06
  93700    3.17e-01  2.70e-01    1.01e-03  6.26e-04    1.23e-01  1.05e-01    5.6e-06
  93800    3.16e-01  3.41e-01    1.25e-03  9.90e-04    1.23e-01  1.33e-01    5.6e-06
  93900    3.16e-01  3.07e-01    8.65e-04  7.54e-04    1.23e-01  1.19e-01    5.6e-06
  94000    3.18e-01  3.17e-01    1.54e-03  9.19e-04    1.24e-01  1.23e-01    5.6e-06
  94100    3.14e-01  2.73e-01    1.35e-03  1.29e-03    1.22e-01  1.06e-01    5.6e-06
  94200    3.13e-01  3.92e-01    1.65e-03  1.27e-03    1.22e-01  1.52e-01    5.6e-06
  94300    3.16e-01  2.27e-01    1.17e-03  9.23e-04    1.23e-01  8.83e-02    5.6e-06
  94400    3.17e-01  3.30e-01    1.42e-03  1.62e-03    1.23e-01  1.28e-01    5.6e-06
  94500    3.13e-01  3.65e-01    8.81e-04  3.81e-04    1.22e-01  1.42e-01    5.6e-06
  94600    3.13e-01  2.84e-01    1.18e-03  5.52e-04    1.22e-01  1.10e-01    5.6e-06
  94700    3.13e-01  3.10e-01    9.23e-04  6.60e-04    1.22e-01  1.21e-01    5.6e-06
  94800    3.14e-01  2.58e-01    9.66e-04  9.99e-04    1.22e-01  1.00e-01    5.6e-06
  94900    3.16e-01  3.14e-01    1.34e-03  1.61e-03    1.23e-01  1.22e-01    5.6e-06
  95000    2.79e-01  2.75e-01    8.71e-04  5.63e-04    1.22e-01  1.20e-01    4.2e-06
  95100    2.80e-01  2.56e-01    8.73e-04  7.12e-04    1.23e-01  1.12e-01    4.2e-06
  95200    2.81e-01  2.55e-01    8.94e-04  7.32e-04    1.23e-01  1.12e-01    4.2e-06
  95300    2.78e-01  2.70e-01    9.01e-04  6.55e-04    1.22e-01  1.18e-01    4.2e-06
  95400    2.79e-01  2.72e-01    9.39e-04  7.30e-04    1.22e-01  1.19e-01    4.2e-06
  95500    2.79e-01  3.03e-01    2.08e-03  1.58e-03    1.22e-01  1.33e-01    4.2e-06
  95600    2.81e-01  3.13e-01    8.70e-04  6.19e-04    1.23e-01  1.37e-01    4.2e-06
  95700    2.79e-01  2.31e-01    1.02e-03  6.88e-04    1.22e-01  1.01e-01    4.2e-06
  95800    2.79e-01  3.00e-01    9.94e-04  1.11e-03    1.22e-01  1.31e-01    4.2e-06
  95900    2.79e-01  2.12e-01    1.27e-03  1.30e-03    1.22e-01  9.30e-02    4.2e-06
  96000    2.77e-01  2.26e-01    8.94e-04  6.95e-04    1.21e-01  9.88e-02    4.2e-06
  96100    2.80e-01  1.71e-01    8.61e-04  7.23e-04    1.23e-01  7.50e-02    4.2e-06
  96200    2.80e-01  2.61e-01    8.71e-04  7.05e-04    1.23e-01  1.14e-01    4.2e-06
  96300    2.79e-01  2.22e-01    9.79e-04  9.24e-04    1.22e-01  9.72e-02    4.2e-06
  96400    2.80e-01  3.52e-01    2.20e-03  1.85e-03    1.23e-01  1.54e-01    4.2e-06
  96500    2.82e-01  3.46e-01    1.15e-03  9.35e-04    1.23e-01  1.52e-01    4.2e-06
  96600    2.79e-01  2.25e-01    9.65e-04  8.08e-04    1.22e-01  9.86e-02    4.2e-06
  96700    2.82e-01  2.76e-01    9.18e-04  6.77e-04    1.23e-01  1.21e-01    4.2e-06
  96800    2.80e-01  2.79e-01    1.31e-03  1.59e-03    1.22e-01  1.22e-01    4.2e-06
  96900    2.79e-01  3.02e-01    8.74e-04  2.00e-04    1.22e-01  1.32e-01    4.2e-06
  97000    2.78e-01  1.72e-01    1.36e-03  1.53e-03    1.22e-01  7.53e-02    4.2e-06
  97100    2.79e-01  2.68e-01    9.04e-04  6.25e-04    1.22e-01  1.17e-01    4.2e-06
  97200    2.80e-01  2.61e-01    1.46e-03  1.23e-03    1.23e-01  1.14e-01    4.2e-06
  97300    2.80e-01  2.42e-01    1.30e-03  5.80e-04    1.23e-01  1.06e-01    4.2e-06
  97400    2.82e-01  2.11e-01    1.07e-03  8.90e-04    1.23e-01  9.26e-02    4.2e-06
  97500    2.80e-01  2.96e-01    1.35e-03  9.57e-04    1.23e-01  1.30e-01    4.2e-06
  97600    2.81e-01  2.62e-01    1.47e-03  1.16e-03    1.23e-01  1.15e-01    4.2e-06
  97700    2.79e-01  2.81e-01    8.73e-04  7.95e-04    1.22e-01  1.23e-01    4.2e-06
  97800    2.80e-01  2.92e-01    9.62e-04  5.95e-04    1.23e-01  1.28e-01    4.2e-06
  97900    2.82e-01  2.09e-01    8.91e-04  7.71e-04    1.24e-01  9.15e-02    4.2e-06
  98000    2.81e-01  2.81e-01    8.65e-04  7.01e-04    1.23e-01  1.23e-01    4.2e-06
  98100    2.79e-01  2.36e-01    1.46e-03  1.49e-03    1.22e-01  1.04e-01    4.2e-06
  98200    2.79e-01  3.20e-01    1.37e-03  7.75e-04    1.22e-01  1.40e-01    4.2e-06
  98300    2.82e-01  3.01e-01    1.00e-03  8.11e-04    1.24e-01  1.32e-01    4.2e-06
  98400    2.79e-01  2.53e-01    1.00e-03  9.65e-04    1.22e-01  1.11e-01    4.2e-06
  98500    2.81e-01  2.45e-01    1.13e-03  1.37e-03    1.23e-01  1.07e-01    4.2e-06
  98600    2.81e-01  2.88e-01    1.13e-03  9.28e-04    1.23e-01  1.26e-01    4.2e-06
  98700    2.79e-01  3.79e-01    1.01e-03  5.89e-04    1.22e-01  1.66e-01    4.2e-06
  98800    2.80e-01  2.01e-01    1.31e-03  1.34e-03    1.23e-01  8.78e-02    4.2e-06
  98900    2.79e-01  2.74e-01    1.85e-03  1.71e-03    1.22e-01  1.20e-01    4.2e-06
  99000    2.81e-01  2.85e-01    8.71e-04  5.88e-04    1.23e-01  1.25e-01    4.2e-06
  99100    2.82e-01  2.44e-01    8.97e-04  7.19e-04    1.24e-01  1.07e-01    4.2e-06
  99200    2.79e-01  2.07e-01    8.63e-04  5.63e-04    1.22e-01  9.05e-02    4.2e-06
  99300    2.77e-01  2.34e-01    9.18e-04  9.10e-04    1.21e-01  1.02e-01    4.2e-06
  99400    2.81e-01  2.38e-01    9.27e-04  5.65e-04    1.23e-01  1.04e-01    4.2e-06
  99500    2.78e-01  2.45e-01    1.69e-03  1.90e-03    1.22e-01  1.07e-01    4.2e-06
  99600    2.80e-01  2.67e-01    1.43e-03  9.64e-04    1.23e-01  1.17e-01    4.2e-06
  99700    2.82e-01  1.96e-01    1.22e-03  7.22e-04    1.23e-01  8.57e-02    4.2e-06
  99800    2.79e-01  2.78e-01    9.91e-04  1.04e-03    1.22e-01  1.22e-01    4.2e-06
  99900    2.81e-01  2.47e-01    1.27e-03  1.00e-03    1.23e-01  1.08e-01    4.2e-06
 100000    2.50e-01  2.77e-01    9.31e-04  4.95e-04    1.22e-01  1.36e-01    3.2e-06
 100100    2.49e-01  2.24e-01    1.04e-03  7.97e-04    1.22e-01  1.10e-01    3.2e-06
 100200    2.50e-01  2.07e-01    8.92e-04  9.84e-04    1.22e-01  1.02e-01    3.2e-06
 100300    2.52e-01  2.09e-01    1.14e-03  5.19e-04    1.24e-01  1.03e-01    3.2e-06
 100400    2.50e-01  2.47e-01    1.01e-03  8.79e-04    1.22e-01  1.21e-01    3.2e-06
 100500    2.50e-01  2.98e-01    8.73e-04  4.68e-04    1.23e-01  1.46e-01    3.2e-06
 100600    2.50e-01  1.93e-01    1.31e-03  1.37e-03    1.23e-01  9.47e-02    3.2e-06
 100700    2.50e-01  2.01e-01    8.71e-04  5.27e-04    1.22e-01  9.84e-02    3.2e-06
 100800    2.50e-01  2.64e-01    1.43e-03  1.34e-03    1.23e-01  1.29e-01    3.2e-06
 100900    2.49e-01  2.73e-01    1.41e-03  9.18e-04    1.22e-01  1.34e-01    3.2e-06
 101000    2.49e-01  2.51e-01    8.97e-04  7.15e-04    1.22e-01  1.23e-01    3.2e-06
 101100    2.49e-01  2.05e-01    9.98e-04  8.52e-04    1.22e-01  1.00e-01    3.2e-06
 101200    2.50e-01  2.43e-01    8.72e-04  5.17e-04    1.23e-01  1.19e-01    3.2e-06
 101300    2.48e-01  2.33e-01    9.53e-04  6.55e-04    1.22e-01  1.14e-01    3.2e-06
 101400    2.49e-01  2.27e-01    8.86e-04  6.62e-04    1.22e-01  1.11e-01    3.2e-06
 101500    2.49e-01  2.21e-01    1.05e-03  1.22e-03    1.22e-01  1.08e-01    3.2e-06
 101600    2.49e-01  2.13e-01    8.92e-04  6.55e-04    1.22e-01  1.04e-01    3.2e-06
 101700    2.50e-01  2.68e-01    8.70e-04  3.93e-04    1.23e-01  1.31e-01    3.2e-06
 101800    2.51e-01  2.48e-01    9.77e-04  4.44e-04    1.23e-01  1.21e-01    3.2e-06
 101900    2.48e-01  2.58e-01    1.10e-03  9.21e-04    1.22e-01  1.26e-01    3.2e-06
 102000    2.50e-01  1.64e-01    1.03e-03  8.37e-04    1.22e-01  8.06e-02    3.2e-06
 102100    2.50e-01  2.14e-01    9.27e-04  9.58e-04    1.23e-01  1.05e-01    3.2e-06
 102200    2.51e-01  2.56e-01    9.82e-04  1.15e-03    1.23e-01  1.26e-01    3.2e-06
 102300    2.52e-01  3.02e-01    8.67e-04  6.69e-04    1.24e-01  1.48e-01    3.2e-06
 102400    2.52e-01  2.03e-01    8.72e-04  7.74e-04    1.23e-01  9.96e-02    3.2e-06
 102500    2.50e-01  2.47e-01    1.28e-03  1.22e-03    1.23e-01  1.21e-01    3.2e-06
 102600    2.50e-01  2.23e-01    9.57e-04  6.07e-04    1.22e-01  1.10e-01    3.2e-06
 102700    2.49e-01  2.81e-01    1.72e-03  1.15e-03    1.22e-01  1.38e-01    3.2e-06
 102800    2.50e-01  2.60e-01    8.72e-04  5.04e-04    1.23e-01  1.27e-01    3.2e-06
 102900    2.51e-01  2.21e-01    9.38e-04  7.28e-04    1.23e-01  1.08e-01    3.2e-06
 103000    2.50e-01  2.47e-01    9.31e-04  8.55e-04    1.23e-01  1.21e-01    3.2e-06
 103100    2.49e-01  2.72e-01    8.71e-04  8.76e-04    1.22e-01  1.34e-01    3.2e-06
 103200    2.49e-01  2.29e-01    1.35e-03  9.92e-04    1.22e-01  1.12e-01    3.2e-06
 103300    2.50e-01  2.01e-01    8.78e-04  7.10e-04    1.22e-01  9.85e-02    3.2e-06
 103400    2.51e-01  2.55e-01    1.10e-03  1.02e-03    1.23e-01  1.25e-01    3.2e-06
 103500    2.51e-01  2.38e-01    9.59e-04  5.99e-04    1.23e-01  1.17e-01    3.2e-06
 103600    2.51e-01  2.73e-01    1.27e-03  7.55e-04    1.23e-01  1.34e-01    3.2e-06
 103700    2.50e-01  2.66e-01    8.89e-04  4.06e-04    1.23e-01  1.31e-01    3.2e-06
 103800    2.50e-01  2.01e-01    8.76e-04  8.13e-04    1.23e-01  9.85e-02    3.2e-06
 103900    2.50e-01  2.14e-01    8.62e-04  8.47e-04    1.23e-01  1.05e-01    3.2e-06
 104000    2.51e-01  2.27e-01    8.90e-04  8.84e-04    1.23e-01  1.11e-01    3.2e-06
 104100    2.48e-01  2.51e-01    8.97e-04  5.45e-04    1.22e-01  1.23e-01    3.2e-06
 104200    2.49e-01  2.13e-01    8.60e-04  3.85e-04    1.22e-01  1.05e-01    3.2e-06
 104300    2.49e-01  1.75e-01    9.35e-04  7.87e-04    1.22e-01  8.59e-02    3.2e-06
 104400    2.51e-01  2.15e-01    9.77e-04  7.40e-04    1.23e-01  1.05e-01    3.2e-06
 104500    2.48e-01  2.64e-01    1.06e-03  6.04e-04    1.22e-01  1.30e-01    3.2e-06
 104600    2.50e-01  2.47e-01    1.05e-03  7.39e-04    1.23e-01  1.21e-01    3.2e-06
 104700    2.50e-01  2.01e-01    9.46e-04  8.48e-04    1.23e-01  9.84e-02    3.2e-06
 104800    2.49e-01  2.52e-01    8.87e-04  5.58e-04    1.22e-01  1.23e-01    3.2e-06
